,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Has_Score,GPlatforms
10729,The Crew: Wild Run,PS4,2015,Action,Ubisoft,0.0,0.08,0.0,0.01,0.1,73.0,13.0,6.8,50.0,Ivory Tower,T,True,Playstation
10739,EyeToy: Operation Spy,PS2,2005,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,53.0,23.0,7.4,28.0,SCEE London Studio,E,True,Playstation
10741,Blades of Time,PS3,2012,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1,53.0,19.0,7.2,22.0,Gaijin Entertainment,M,True,Playstation
10743,Thor: God of Thunder,3DS,2011,Action,Sega,0.06,0.03,0.0,0.01,0.1,55.0,10.0,4.2,5.0,Red Fly Studio,T,True,Portable
10759,Star Wars: Lethal Alliance,DS,2006,Action,Ubisoft,0.08,0.01,0.0,0.01,0.1,57.0,15.0,7.4,28.0,Ubisoft Casablanca,E10+,True,Portable
10767,MySims SkyHeroes,X360,2010,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,56.0,15.0,5.5,4.0,Behaviour Interactive,E10+,True,Xbox
10771,The Secret Saturdays: Beasts of the 5th Sun,Wii,2009,Action,D3Publisher,0.09,0.0,0.0,0.01,0.1,60.0,8.0,7.4,28.0,High Voltage Software,E10+,True,Nintendo
10775,Tornado Outbreak,Wii,2009,Action,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,71.0,7.0,8.2,5.0,Loose Cannon Studios,E10+,True,Nintendo
10785,Skylanders: Spyro's Adventure,PC,2011,Action,Activision,0.05,0.03,0.0,0.01,0.1,68.0,23.0,3.5,15.0,Toys for Bob,E10+,True,PC
10786,Man vs. Wild,X360,2011,Action,Crave Entertainment,0.09,0.0,0.0,0.01,0.1,68.0,23.0,4.6,8.0,Scientifically Proven,T,True,Xbox
10798,Heatseeker,Wii,2007,Action,Codemasters,0.08,0.0,0.0,0.01,0.1,62.0,25.0,6.2,32.0,IR Gurus,T,True,Nintendo
10803,Samurai Warriors 4: Empires,PS4,2015,Action,Tecmo Koei,0.02,0.01,0.06,0.01,0.1,71.0,29.0,6.5,15.0,Omega Force,T,True,Playstation
10805,Ninja Reflex,DS,2008,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,54.0,13.0,7.4,28.0,Sanzaru Games,E10+,True,Portable
10810,Power Stone Collection,PSP,2006,Action,Capcom,0.08,0.0,0.0,0.01,0.1,74.0,34.0,6.8,6.0,Capcom,T,True,Portable
10820,Lego Star Wars: The Force Awakens,PSV,2016,Action,Warner Bros. Interactive Entertainment,0.01,0.06,0.01,0.02,0.1,68.0,23.0,7.1,13.0,TT Games,E10+,True,Portable
10823,Minority Report: Everybody Runs,XB,2002,Action,Activision,0.07,0.02,0.0,0.0,0.1,54.0,18.0,5.0,4.0,Treyarch,T,True,Xbox
10834,Disney's Aladdin in Nasira's Revenge,PS,2000,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09,61.0,11.0,8.3,7.0,Argonaut Games,E,True,Playstation
10840,Barnyard,PS2,2006,Action,THQ,0.05,0.04,0.0,0.01,0.09,62.0,13.0,8.7,10.0,Blue Tongue Entertainment,E10+,True,Playstation
10854,Robots,XB,2005,Action,Vivendi Games,0.07,0.02,0.0,0.0,0.09,60.0,4.0,7.4,28.0,Eurocom Entertainment Software,E,True,Xbox
10867,Bladestorm: The Hundred Years' War,X360,2007,Action,Tecmo Koei,0.08,0.01,0.0,0.01,0.09,63.0,26.0,6.8,16.0,Omega Force,T,True,Xbox
10879,Altered Beast: Guardian of the Realms,GBA,2002,Action,THQ,0.07,0.02,0.0,0.0,0.09,63.0,13.0,4.8,4.0,3d6 Games,T,True,Portable
10882,Young Justice: Legacy,PS3,2013,Action,Namco Bandai Games,0.06,0.01,0.0,0.02,0.09,68.0,23.0,4.9,15.0,Freedom Factory Studios,T,True,Playstation
10910,Code Lyoko: Quest for Infinity,Wii,2007,Action,Game Factory,0.07,0.01,0.0,0.01,0.09,58.0,15.0,8.5,8.0,The Game Factory,E10+,True,Nintendo
10926,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016,Action,Activision,0.05,0.02,0.0,0.02,0.09,44.0,49.0,5.5,163.0,PlatinumGames,T,True,Playstation
10931,Rygar: The Battle of Argus,Wii,2008,Action,Rising Star Games,0.09,0.0,0.0,0.01,0.09,52.0,29.0,7.0,4.0,Tecmo,T,True,Nintendo
10935,Ninja Gaiden Black,XB,2005,Action,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.09,94.0,32.0,8.7,121.0,Team Ninja,M,True,Xbox
10967,Army Corps of Hell,PSV,2011,Action,Square Enix,0.04,0.04,0.0,0.02,0.09,57.0,43.0,6.6,28.0,"Entersphere, Inc.",M,True,Portable
10970,Shrek SuperSlam,XB,2005,Action,Activision,0.07,0.02,0.0,0.0,0.09,71.0,20.0,9.3,4.0,Shaba Games,E10+,True,Xbox
10976,New Legends,XB,2002,Action,THQ,0.07,0.02,0.0,0.0,0.09,56.0,22.0,7.4,28.0,Infinite Machine,T,True,Xbox
10978,Island Xtreme Stunts,PS2,2002,Action,Electronic Arts,0.04,0.03,0.0,0.01,0.09,63.0,4.0,7.4,28.0,Silicon Dreams,E,True,Playstation
10987,Green Lantern: Rise of the Manhunters,Wii,2011,Action,Warner Bros. Interactive Entertainment,0.05,0.03,0.0,0.01,0.09,46.0,4.0,7.4,28.0,Double Helix Games,E10+,True,Nintendo
10998,Beowulf: The Game,PSP,2007,Action,Ubisoft,0.08,0.0,0.0,0.01,0.09,44.0,4.0,5.4,7.0,Virtuos,M,True,Portable
11013,Project Eden,PS2,2001,Action,Eidos Interactive,0.04,0.03,0.0,0.01,0.09,71.0,20.0,7.8,8.0,Core Design Ltd.,T,True,Playstation
11023,Yaiba: Ninja Gaiden Z,PS3,2014,Action,Tecmo Koei,0.05,0.03,0.0,0.02,0.09,43.0,46.0,4.5,84.0,"Spark Unlimited, comcept",M,True,Playstation
11024,Castlevania: Lords of Shadow 2,X360,2014,Action,Konami Digital Entertainment,0.02,0.06,0.0,0.01,0.09,70.0,22.0,7.8,239.0,Mercury Steam,M,True,Xbox
11025,Ghosthunter,PS2,2003,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.09,69.0,44.0,8.7,22.0,SCE Studio Cambridge,T,True,Playstation
11028,Pro Evolution Soccer 2012,PC,2011,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.02,0.09,77.0,13.0,6.4,88.0,Konami,T,True,PC
11032,Def Jam Fight For NY: The Takeover,PSP,2006,Action,Electronic Arts,0.08,0.0,0.0,0.01,0.09,79.0,25.0,8.2,16.0,Aki Corp.,M,True,Portable
11040,Astro Boy: Omega Factor,GBA,2003,Action,THQ,0.06,0.02,0.0,0.0,0.09,85.0,37.0,8.6,18.0,Hitmaker,E,True,Portable
11060,Pokemon Rumble World,3DS,2015,Action,Nintendo,0.0,0.01,0.08,0.0,0.09,58.0,16.0,6.4,69.0,"Ambrella, The Pokemon Company",E10+,True,Portable
11086,Tornado Outbreak,PS3,2009,Action,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.09,69.0,15.0,7.6,8.0,Loose Cannon Studios,E10+,True,Playstation
11096,Mystic Heroes,GC,2002,Action,Tecmo Koei,0.03,0.01,0.04,0.0,0.09,67.0,13.0,8.5,26.0,Koei,T,True,Portable
11103,Arslan: The Warriors of Legend,PS4,2015,Action,Tecmo Koei,0.03,0.01,0.04,0.01,0.09,69.0,43.0,6.6,23.0,Omega Force,T,True,Playstation
11138,Crimson Sea,XB,2002,Action,Tecmo Koei,0.04,0.01,0.04,0.0,0.09,78.0,19.0,8.2,10.0,Koei,T,True,Xbox
11145,Viewtiful Joe: Red Hot Rumble,PSP,2006,Action,Capcom,0.08,0.0,0.0,0.01,0.09,63.0,24.0,6.3,6.0,Clover Studio,T,True,Portable
11146,Wolfenstein: The Old Blood,PC,2015,Action,Bethesda Softworks,0.0,0.08,0.0,0.0,0.09,76.0,30.0,7.6,338.0,MachineGames,M,True,PC
11149,The Mummy: Tomb of the Dragon Emperor,DS,2008,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09,43.0,5.0,7.4,28.0,Artificial Mind and Movement,T,True,Portable
11151,The Suffering: Ties That Bind,XB,2005,Action,Midway Games,0.07,0.02,0.0,0.0,0.09,76.0,36.0,9.1,8.0,Surreal Software,M,True,Xbox
11163,The Mummy: Tomb of the Dragon Emperor,Wii,2008,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.09,39.0,7.0,6.4,5.0,Eurocom Entertainment Software,T,True,Nintendo
11169,Terraria,3DS,2016,Action,505 Games,0.0,0.04,0.05,0.0,0.09,71.0,6.0,7.1,21.0,Re-Logic,T,True,Portable
11182,Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005,Action,Activision,0.07,0.02,0.0,0.0,0.09,68.0,11.0,8.0,9.0,Krome Studios,E10+,True,Portable
11195,Obscure: The Aftermath,PSP,2009,Action,Playlogic Game Factory,0.05,0.03,0.0,0.01,0.09,66.0,25.0,8.2,20.0,Hydravision,M,True,Portable
11200,Samurai Warriors 2: Xtreme Legends,PS2,2007,Action,Tecmo Koei,0.04,0.03,0.0,0.01,0.09,50.0,11.0,8.0,9.0,Koei,T,True,Playstation
11205,Spider-Man: Edge of Time,Wii,2011,Action,Activision,0.06,0.02,0.0,0.01,0.09,62.0,9.0,5.2,6.0,Beenox,T,True,Nintendo
11208,Jumper: Griffin's Story,Wii,2008,Action,Eidos Interactive,0.08,0.0,0.0,0.01,0.09,28.0,5.0,2.5,11.0,Collision Studios,T,True,Nintendo
11209,Forgotten Realms: Demon Stone,XB,2004,Action,Atari,0.06,0.02,0.0,0.0,0.09,72.0,17.0,6.5,6.0,Stormfront Studios,T,True,Xbox
11212,LEGO Star Wars II: The Original Trilogy,GBA,2006,Action,LucasArts,0.06,0.02,0.0,0.0,0.09,55.0,5.0,7.0,6.0,Amaze Entertainment,E,True,Portable
11230,The Incredibles: Rise of the Underminer,XB,2005,Action,THQ,0.06,0.02,0.0,0.0,0.09,63.0,12.0,7.4,28.0,Heavy Iron Studios,E10+,True,Xbox
11244,Assassin's Creed Chronicles,PS4,2016,Action,Ubisoft,0.01,0.05,0.01,0.01,0.09,68.0,23.0,6.1,12.0,Climax Studios,T,True,Playstation
11246,Lara Croft and the Temple of Osiris,PS4,2014,Action,Square Enix,0.0,0.07,0.0,0.01,0.09,74.0,40.0,6.7,128.0,Nixxes Software,T,True,Playstation
11250,Killer7,PS2,2005,Action,Capcom,0.04,0.03,0.0,0.01,0.09,70.0,39.0,8.1,36.0,Grasshopper Manufacture,M,True,Playstation
11254,Astro Boy,PS2,2004,Action,Sega,0.04,0.03,0.0,0.01,0.09,54.0,29.0,6.9,7.0,Sonic Team,E,True,Playstation
11258,Puss in Boots,PS3,2011,Action,THQ,0.07,0.01,0.0,0.01,0.09,70.0,4.0,7.0,4.0,THQ,E10+,True,Playstation
11262,Charlotte's Web,DS,2006,Action,Sega,0.08,0.0,0.0,0.01,0.09,60.0,4.0,7.4,28.0,Backbone Entertainment,E,True,Portable
11308,Jaws: Ultimate Predator,Wii,2011,Action,Majesco Entertainment,0.08,0.0,0.0,0.01,0.08,68.0,23.0,6.3,4.0,Tectonic Studios,T,True,Nintendo
11327,Captain America: Super Soldier,3DS,2011,Action,Sega,0.05,0.02,0.0,0.01,0.08,51.0,9.0,5.0,6.0,High Voltage Software,T,True,Portable
11349,The Secret Saturdays: Beasts of the 5th Sun,DS,2009,Action,D3Publisher,0.08,0.0,0.0,0.01,0.08,60.0,5.0,7.4,28.0,OneNine Studios,E10+,True,Portable
11364,Hello Kitty: Roller Rescue,GC,2005,Action,Empire Interactive,0.06,0.02,0.0,0.0,0.08,64.0,14.0,6.8,6.0,Xpec,E,True,Portable
11370,God Eater Resurrection,PS4,2015,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,70.0,18.0,7.8,44.0,"Shift, Bandai Namco Games",T,True,Playstation
11385,Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,0.0,0.06,0.0,0.02,0.08,69.0,16.0,6.8,10.0,Novarama,E10+,True,Portable
11392,Transformers: Devastation,PS3,2015,Action,Activision,0.03,0.04,0.0,0.01,0.08,68.0,23.0,7.1,17.0,PlatinumGames,T,True,Playstation
11421,Knights Contract,PS3,2011,Action,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,51.0,37.0,6.0,8.0,Game Republic,M,True,Playstation
11424,The Spiderwick Chronicles,DS,2008,Action,Vivendi Games,0.07,0.0,0.0,0.01,0.08,60.0,8.0,7.4,28.0,Stormfront Studios,E10+,True,Portable
11433,Fatal Frame III: The Tormented,PS2,2005,Action,Take-Two Interactive,0.04,0.03,0.0,0.01,0.08,78.0,46.0,8.9,58.0,Tecmo,M,True,Playstation
11435,Seven Samurai 20XX,PS2,2004,Action,Sega,0.04,0.03,0.0,0.01,0.08,52.0,31.0,7.0,6.0,Dimps Corporation,T,True,Playstation
11437,Adventure Time: The Secret of the Nameless Kingdom,3DS,2014,Action,Little Orbit,0.0,0.07,0.0,0.0,0.08,65.0,5.0,5.6,8.0,WayForward,E10+,True,Portable
11440,Transformers: Devastation,X360,2015,Action,Activision,0.06,0.01,0.0,0.01,0.08,68.0,23.0,8.4,25.0,PlatinumGames,T,True,Xbox
11442,Tornado Outbreak,X360,2009,Action,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,62.0,12.0,8.0,6.0,Loose Cannon Studios,E10+,True,Xbox
11443,Ninjabread Man,Wii,2007,Action,Popcorn Arcade,0.07,0.0,0.0,0.01,0.08,20.0,6.0,1.7,52.0,Data Design Interactive,E,True,Nintendo
11444,Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004,Action,Ubisoft,0.06,0.02,0.0,0.0,0.08,78.0,25.0,8.0,11.0,Ubisoft,T,True,Portable
11472,Warriors Orochi 3 Hyper,WiiU,2012,Action,Tecmo Koei,0.04,0.02,0.02,0.01,0.08,64.0,18.0,7.4,31.0,Omega Force,T,True,Nintendo
11494,Legend of the Guardians: The Owls of Ga'Hoole,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08,62.0,9.0,7.4,28.0,Krome Studios,E10+,True,Playstation
11506,Samurai Western,PS2,2004,Action,505 Games,0.04,0.03,0.0,0.01,0.08,58.0,34.0,7.6,5.0,Acquire,M,True,Playstation
11507,Looney Tunes: Acme Arsenal,X360,2007,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08,40.0,15.0,6.8,13.0,Red Tribe,E10+,True,Xbox
11510,Harry Potter and the Sorcerer's Stone,GC,2003,Action,Electronic Arts,0.06,0.02,0.0,0.0,0.08,62.0,11.0,8.3,6.0,Warthog,E,True,Portable
11526,Incredible Crisis,PS,1999,Action,Titus,0.04,0.03,0.0,0.01,0.08,80.0,11.0,7.5,11.0,Polygon Magic,T,True,Playstation
11547,Knights Contract,X360,2011,Action,Namco Bandai Games,0.05,0.03,0.0,0.01,0.08,49.0,41.0,5.6,16.0,Game Republic,M,True,Xbox
11552,Disney's Meet the Robinsons,X360,2007,Action,Disney Interactive Studios,0.07,0.0,0.0,0.01,0.08,65.0,21.0,7.4,28.0,Buena Vista Games,E10+,True,Xbox
11553,Superman: Shadow of Apokolips,GC,2003,Action,Atari,0.06,0.02,0.0,0.0,0.08,66.0,7.0,7.3,8.0,Atari,E,True,Portable
11560,Batman: Dark Tomorrow,GC,2003,Action,Kemco,0.06,0.02,0.0,0.0,0.08,29.0,14.0,3.2,19.0,Kemco,T,True,Portable
11565,The First Templar,PC,2011,Action,Kalypso Media,0.06,0.01,0.0,0.01,0.08,57.0,19.0,5.8,60.0,Haemimont,T,True,PC
11571,Fireblade,XB,2002,Action,Midway Games,0.06,0.02,0.0,0.0,0.08,71.0,5.0,7.4,28.0,Kuju Entertainment,T,True,Xbox
11572,Earth Defense Force 2017,X360,2006,Action,D3Publisher,0.04,0.0,0.03,0.0,0.08,69.0,55.0,7.7,60.0,Sandlot,T,True,Xbox
11573,Tomb Raider: Legend,GC,2006,Action,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,78.0,6.0,7.8,8.0,Crystal Dynamics,T,True,Portable
11575,RoadKill,XB,2003,Action,Midway Games,0.06,0.02,0.0,0.0,0.08,68.0,23.0,7.4,5.0,Terminal Reality,M,True,Xbox
11578,From Russia With Love,PSP,2006,Action,Electronic Arts,0.07,0.0,0.0,0.01,0.08,61.0,33.0,6.9,12.0,Rebellion,T,True,Portable
11583,Indycar Series 2005,XB,2004,Action,Codemasters,0.06,0.02,0.0,0.0,0.08,72.0,33.0,7.4,28.0,Codemasters,E,True,Xbox
11586,Assassin's Creed: Rogue,PC,2015,Action,Ubisoft,0.05,0.02,0.0,0.01,0.08,74.0,25.0,7.5,362.0,Ubisoft,M,True,PC
11590,Tomb Raider: Underworld,PC,2008,Action,Eidos Interactive,0.0,0.06,0.0,0.01,0.08,80.0,20.0,7.7,272.0,Nixxes Software,T,True,PC
11593,Evil Dead: Regeneration,XB,2005,Action,THQ,0.06,0.02,0.0,0.0,0.08,66.0,34.0,7.4,28.0,Cranky Pants Games,M,True,Xbox
11610,Song of the Deep,PS4,2016,Action,Insomniac Games,0.06,0.0,0.0,0.01,0.08,69.0,41.0,7.3,30.0,Insomniac Games,E,True,Playstation
11630,Assassin's Creed The Ezio Collection,XOne,2016,Action,Ubisoft,0.03,0.04,0.0,0.01,0.08,74.0,13.0,7.6,24.0,Ubisoft Montreal,M,True,Xbox
11637,Samurai Warriors 2,X360,2006,Action,Tecmo Koei,0.07,0.01,0.0,0.01,0.08,52.0,30.0,8.7,18.0,Omega Force,T,True,Xbox
11659,Metal Gear Solid V: The Phantom Pain,PC,2015,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08,91.0,13.0,7.7,1963.0,Kojima Productions,M,True,PC
11668,C.O.P.: The Recruit,DS,2009,Action,Ubisoft,0.05,0.02,0.0,0.01,0.08,55.0,38.0,7.5,13.0,Velez & Dubail,T,True,Portable
11670,Urban Reign,PS2,2005,Action,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,60.0,44.0,8.2,26.0,Namco,T,True,Playstation
11675,Resident Evil 3: Nemesis,GC,2003,Action,Capcom,0.06,0.02,0.0,0.0,0.08,62.0,14.0,8.3,44.0,Capcom,M,True,Portable
11682,Samurai Warriors Chronicles 3,3DS,2014,Action,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,63.0,13.0,6.1,10.0,Omega Force,T,True,Portable
11754,Dynasty Warriors 3,XB,2002,Action,THQ,0.06,0.02,0.0,0.0,0.08,70.0,11.0,8.9,20.0,Omega Force,T,True,Xbox
11768,The Legend of Kage 2,DS,2008,Action,Square Enix,0.07,0.0,0.0,0.0,0.07,70.0,21.0,6.3,4.0,Taito Corporation,E10+,True,Portable
11798,Superman Returns,DS,2006,Action,Electronic Arts,0.07,0.0,0.0,0.01,0.07,33.0,8.0,4.9,13.0,EA Tiburon,E,True,Portable
11803,Legend of the Guardians: The Owls of Ga'Hoole,X360,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.07,60.0,13.0,8.0,5.0,Krome Studios,E10+,True,Xbox
11818,Escape Dead Island,PS3,2014,Action,Deep Silver,0.04,0.03,0.0,0.01,0.07,40.0,25.0,3.5,51.0,Fatshark AB,M,True,Playstation
11840,Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07,62.0,19.0,7.7,61.0,Krome Studios,T,True,Playstation
11841,Godai: Elemental Force,PS2,2002,Action,3DO,0.04,0.03,0.0,0.01,0.07,27.0,10.0,3.8,19.0,3DO,T,True,Playstation
11847,SpongeBob's Truth or Square,X360,2009,Action,THQ,0.03,0.04,0.0,0.0,0.07,68.0,23.0,6.5,15.0,Heavy Iron Studios,E,True,Xbox
11877,Prey the Stars,DS,2008,Action,Tecmo Koei,0.07,0.0,0.0,0.01,0.07,66.0,12.0,7.4,28.0,Koei Canada,E,True,Portable
11889,Hammerin' Hero,PSP,2008,Action,Irem Software Engineering,0.06,0.0,0.0,0.01,0.07,73.0,19.0,7.3,8.0,Irem,E10+,True,Portable
11938,James Cameron's Dark Angel,XB,2002,Action,Vivendi Games,0.05,0.02,0.0,0.0,0.07,47.0,17.0,8.3,6.0,Radical Entertainment,T,True,Xbox
11950,Jumper: Griffin's Story,PS2,2008,Action,Eidos Interactive,0.03,0.03,0.0,0.01,0.07,68.0,23.0,4.2,5.0,Collision Studios,T,True,Playstation
11961,Haunting Ground,PS2,2005,Action,Capcom,0.03,0.03,0.0,0.01,0.07,67.0,33.0,8.8,44.0,Capcom,M,True,Playstation
11972,Escape Dead Island,X360,2014,Action,Deep Silver,0.03,0.04,0.0,0.01,0.07,32.0,12.0,3.8,74.0,Fatshark AB,M,True,Xbox
11973,Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07,50.0,22.0,7.0,25.0,Gameloft,T,True,Portable
12001,Silent Hill: Origins,PS2,2008,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,70.0,21.0,7.4,59.0,Climax Group,M,True,Playstation
12006,Resident Evil: Revelations 2,X360,2015,Action,Capcom,0.04,0.02,0.0,0.01,0.07,68.0,23.0,6.6,48.0,Capcom,M,True,Xbox
12009,Disaster: Day of Crisis,Wii,2008,Action,Nintendo,0.0,0.02,0.04,0.0,0.07,69.0,21.0,7.4,28.0,Monolith Soft,T,True,Nintendo
12011,Harry Potter and the Sorcerer's Stone,XB,2003,Action,Electronic Arts,0.05,0.02,0.0,0.0,0.07,59.0,11.0,6.0,5.0,Warthog,E,True,Xbox
12026,Samurai Warriors,XB,2004,Action,Tecmo Koei,0.05,0.02,0.0,0.0,0.07,71.0,20.0,9.0,5.0,Omega Force,T,True,Xbox
12051,Crimson Sea 2,PS2,2004,Action,Tecmo Koei,0.03,0.03,0.0,0.01,0.07,75.0,27.0,8.3,6.0,Koei,T,True,Playstation
12057,Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,Xseed Games,0.02,0.0,0.04,0.01,0.07,72.0,20.0,8.5,22.0,Sandlot,T,True,Portable
12062,Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,0.04,0.02,0.0,0.01,0.07,58.0,10.0,6.8,15.0,Koei Tecmo Games,T,True,Xbox
12067,Catwoman,GC,2004,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07,47.0,24.0,6.1,7.0,Argonaut Games,T,True,Portable
12082,Spartan: Total Warrior,GC,2005,Action,Sega,0.05,0.01,0.0,0.0,0.07,73.0,24.0,8.3,15.0,Creative Assembly,M,True,Portable
12089,River City Ransom EX,GBA,2004,Action,Atlus,0.05,0.02,0.0,0.0,0.07,75.0,21.0,8.4,7.0,Million,T,True,Portable
12107,Dynasty Warriors DS: Fighter's Battle,DS,2007,Action,Tecmo Koei,0.04,0.0,0.03,0.0,0.07,56.0,17.0,7.4,28.0,Koei,E10+,True,Portable
12110,Robot Alchemic Drive,PS2,2002,Action,Enix Corporation,0.03,0.03,0.0,0.01,0.07,79.0,21.0,8.2,13.0,Sandlot,T,True,Playstation
12115,Tomb Raider: Legend,DS,2006,Action,Eidos Interactive,0.04,0.02,0.0,0.01,0.07,58.0,15.0,8.0,7.0,Human Soft,T,True,Portable
12116,Warhammer: Battle For Atluma,PSP,2006,Action,Namco Bandai Games,0.06,0.0,0.0,0.01,0.07,55.0,8.0,7.4,8.0,Sabertooth Games,T,True,Portable
12126,Tokyo Beat Down,DS,2008,Action,Success,0.06,0.0,0.0,0.0,0.07,56.0,23.0,7.4,28.0,Success,T,True,Portable
12150,The Powerpuff Girls: Relish Rampage,GC,2002,Action,BAM! Entertainment,0.05,0.01,0.0,0.0,0.07,68.0,23.0,7.6,5.0,VIS Entertainment,E,True,Portable
12157,Assassin's Creed Chronicles,PSV,2016,Action,Ubisoft,0.01,0.04,0.01,0.01,0.07,70.0,6.0,8.0,24.0,Climax Studios,T,True,Portable
12173,Deep Labyrinth,DS,2006,Action,505 Games,0.06,0.0,0.0,0.0,0.07,57.0,18.0,8.8,4.0,Interactive Brains,E10+,True,Portable
12175,Spawn: Armageddon,GC,2003,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07,61.0,19.0,7.2,9.0,Point of View,M,True,Portable
12176,God Hand,PS2,2006,Action,Capcom,0.0,0.0,0.07,0.0,0.07,73.0,48.0,7.7,165.0,Clover Studio,M,True,Playstation
12194,Batman: Rise of Sin Tzu,GBA,2003,Action,Ubisoft,0.05,0.02,0.0,0.0,0.07,63.0,12.0,6.8,4.0,Ubisoft,E,True,Portable
12200,Resident Evil 5,PC,2009,Action,Capcom,0.01,0.04,0.0,0.01,0.07,86.0,30.0,7.1,597.0,Capcom,M,True,PC
12201,X-Men: The Official Game,GBA,2006,Action,Activision,0.05,0.02,0.0,0.0,0.07,55.0,9.0,9.3,6.0,WayForward,E10+,True,Portable
12229,Terraria,PS4,2014,Action,505 Games,0.0,0.05,0.01,0.01,0.07,83.0,4.0,7.9,47.0,Engine Software,T,True,Playstation
12232,BlazBlue: Chrono Phantasma Extend,XOne,2015,Action,PQube,0.05,0.01,0.0,0.01,0.07,68.0,23.0,6.3,4.0,Arc System Works,T,True,Xbox
12233,TRON: Evolution,PC,2010,Action,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.07,57.0,11.0,6.0,25.0,Propaganda Games,T,True,PC
12250,Penguins of Madagascar,3DS,2014,Action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.07,51.0,4.0,7.4,28.0,Little Orbit,E,True,Portable
12257,Frogger Advance: The Great Quest,GBA,2002,Action,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,55.0,9.0,7.4,28.0,KCEA,E,True,Portable
12270,Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft,0.06,0.0,0.0,0.0,0.07,64.0,24.0,6.0,9.0,Ubisoft,E,True,Portable
12276,Alan Wake,PC,2012,Action,Nordic Games,0.0,0.06,0.0,0.01,0.06,83.0,30.0,8.0,1473.0,Remedy Entertainment,T,True,PC
12289,Kabuki Warriors,XB,2001,Action,Genki,0.05,0.01,0.0,0.0,0.06,32.0,15.0,2.5,12.0,Light Weight,M,True,Xbox
12304,NanoBreaker,PS2,2005,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,51.0,38.0,6.7,11.0,KCET,M,True,Playstation
12306,Bionicle,XB,2003,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.06,49.0,5.0,1.5,4.0,Argonaut Games,E,True,Xbox
12314,Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,70.0,9.0,7.9,14.0,Omega Force,T,True,Portable
12316,Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003,Action,Capcom,0.05,0.02,0.0,0.0,0.06,63.0,8.0,7.4,28.0,Klein Computer Entertainment,E,True,Portable
12318,One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.06,66.0,11.0,7.8,43.0,Ganbarion,T,True,Nintendo
12322,Insecticide,DS,2008,Action,Gamecock,0.06,0.0,0.0,0.0,0.06,55.0,23.0,7.0,5.0,Creat Studios,E10+,True,Portable
12337,Escape from Bug Island,Wii,2006,Action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06,37.0,13.0,5.0,25.0,Spike,M,True,Nintendo
